serial,refactoring,project,commit,url
553,Spit class,Kafka,"c5889fcedd
",https://github.com/apache/kafka/commit/c5889fcedd
554,Split method,Junit4,"b403288c
",https://github.com/junit-team/junit4/commit/b403288c
555,Split method,Tomcat,"00e7d79d3b
",https://github.com/apache/tomcat/commit/00e7d79d3b
556,Split method,Tomcat,"a50d10bbc7
",https://github.com/apache/tomcat/commit/a50d10bbc7
557,Split package,Junit4,"576377b9
",https://github.com/junit-team/junit4/commit/576377b9
558,switch library,Hadoop,"6b80b1e60f1a
",https://github.com/apache/hadoop/commit/6b80b1e60f1a
559,switch library,Kafka,"4150595b0a
",https://github.com/apache/kafka/commit/4150595b0a
560,switch library,Kafka,"5f9d01668c
",https://github.com/apache/kafka/commit/5f9d01668c
561,switch library,Kafka,"6368d14a1d
",https://github.com/apache/kafka/commit/6368d14a1d
562,switch library,Kafka,"b9936d6292
",https://github.com/apache/kafka/commit/b9936d6292
563,switch library,Kafka,"cfe49d1b77
",https://github.com/apache/kafka/commit/cfe49d1b77
564,switch library,Kafka,"f137da04fa
",https://github.com/apache/kafka/commit/f137da04fa
565,switch library,Kafka,"f23394336a
",https://github.com/apache/kafka/commit/f23394336a
566,switch library,Kafka,"f2ebd333e8
",https://github.com/apache/kafka/commit/f2ebd333e8
567,switch library,Kafka,"fd6c9f16ba
",https://github.com/apache/kafka/commit/fd6c9f16ba
568,switch to alternative implementation method,Elasticsearch,"70eb877528d
",https://github.com/elastic/elasticsearch/commit/70eb877528d
569,Turn local variable into field,Springframework,"35372e5e72
",https://github.com/spring-projects/spring-framework/commit/35372e5e72
